         5x7.5E                   (5x75E.dat)                                                                                                                             
         v2020-0506                                                                                                                                                       
         Simulation Date: 05/13/2020                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
         7.5        0.06      0.0945      0.1472      0.0955       0.422       1.023       1.981     314.561       0.116       8.811       2.856        0.52      94110.  
        15.1        0.12      0.1805      0.1474      0.1001       0.442       1.072       1.984     329.869       0.121       8.824       2.728        0.52      94206.  
        22.6        0.18      0.2584      0.1477      0.1051       0.464       1.126       1.988     346.376       0.127       8.841       2.603        0.52      94365.  
        30.2        0.25      0.3286      0.1481      0.1105       0.488       1.183       1.993     364.045       0.134       8.863       2.483        0.52      94587.  
        37.7        0.31      0.3917      0.1485      0.1162       0.513       1.245       1.999     382.841       0.141       8.890       2.368        0.52      94871.  
        45.3        0.37      0.4484      0.1490      0.1222       0.540       1.309       2.006     402.781       0.148       8.922       2.259        0.52      95218.  
        52.8        0.43      0.4992      0.1497      0.1287       0.568       1.378       2.014     423.898       0.156       8.960       2.155        0.52      95626.  
        60.4        0.49      0.5448      0.1504      0.1354       0.598       1.450       2.024     446.096       0.164       9.003       2.058        0.52      96095.  
        67.9        0.55      0.5858      0.1512      0.1424       0.629       1.526       2.035     469.320       0.172       9.053       1.967        0.52      96623.  
        75.5        0.61      0.6227      0.1522      0.1498       0.662       1.604       2.048     493.562       0.181       9.110       1.882        0.53      97211.  
        83.0        0.67      0.6542      0.1531      0.1579       0.697       1.691       2.061     520.100       0.191       9.168       1.798        0.53      97856.  
        90.6        0.74      0.6846      0.1544      0.1659       0.733       1.776       2.077     546.487       0.201       9.240       1.724        0.53      98557.  
        98.1        0.80      0.7124      0.1557      0.1742       0.770       1.866       2.096     573.961       0.211       9.322       1.656        0.53      99314.  
       105.7        0.86      0.7330      0.1570      0.1838       0.812       1.969       2.113     605.589       0.222       9.397       1.582        0.53     100125.  
       113.2        0.92      0.7511      0.1578      0.1931       0.853       2.069       2.123     636.346       0.234       9.445       1.513        0.54     100989.  
       120.7        0.98      0.7692      0.1566      0.1997       0.882       2.139       2.108     658.025       0.242       9.376       1.453        0.54     101905.  
       128.3        1.04      0.7861      0.1501      0.1990       0.879       2.132       2.020     655.751       0.241       8.987       1.397        0.54     102870.  
       135.8        1.10      0.8025      0.1401      0.1927       0.851       2.064       1.886     634.786       0.233       8.388       1.347        0.55     103884.  
       143.4        1.16      0.8173      0.1290      0.1838       0.812       1.969       1.736     605.681       0.222       7.722       1.300        0.55     104946.  
       150.9        1.23      0.8298      0.1176      0.1737       0.768       1.861       1.583     572.428       0.210       7.040       1.254        0.55     106053.  
       158.5        1.29      0.8400      0.1059      0.1623       0.717       1.739       1.426     534.860       0.196       6.341       1.209        0.56     107205.  
       166.0        1.35      0.8467      0.0939      0.1496       0.661       1.602       1.264     492.946       0.181       5.623       1.163        0.56     108400.  
       173.6        1.41      0.8485      0.0816      0.1356       0.599       1.452       1.098     446.703       0.164       4.885       1.115        0.57     109637.  
       181.1        1.47      0.8450      0.0689      0.1200       0.530       1.286       0.928     395.514       0.145       4.127       1.064        0.57     110914.  
       188.7        1.53      0.8332      0.0560      0.1029       0.455       1.103       0.753     339.173       0.125       3.351       1.007        0.57     112229.  
       196.2        1.59      0.8071      0.0427      0.0844       0.373       0.904       0.575     277.991       0.102       2.558       0.938        0.58     113582.  
       203.8        1.66      0.7414      0.0289      0.0645       0.285       0.691       0.389     212.662       0.078       1.731       0.830        0.58     114972.  
       211.3        1.72      0.5748      0.0146      0.0436       0.193       0.467       0.197     143.807       0.053       0.875       0.620        0.59     116396.  
       218.9        1.78     -0.0009      0.0000      0.0212       0.094       0.227       0.000      69.847       0.026      -0.001      -0.001        0.59     117854.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      27000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1466      0.0882       0.436       1.019       2.127     325.421       0.115       9.461       2.965        0.54      97697.  
         7.8        0.06      0.0970      0.1467      0.0927       0.459       1.071       2.129     342.075       0.121       9.472       2.824        0.54      97730.  
        15.7        0.12      0.1847      0.1469      0.0975       0.483       1.126       2.133     359.818       0.127       9.486       2.688        0.54      97829.  
        23.5        0.18      0.2635      0.1472      0.1027       0.508       1.186       2.137     378.995       0.134       9.504       2.557        0.54      97994.  
        31.3        0.25      0.3341      0.1476      0.1083       0.536       1.251       2.142     399.492       0.141       9.526       2.432        0.54      98224.  
        39.2        0.31      0.3971      0.1480      0.1142       0.565       1.319       2.148     421.282       0.149       9.554       2.313        0.54      98519.  
        47.0        0.37      0.4533      0.1485      0.1204       0.596       1.391       2.155     444.399       0.157       9.587       2.200        0.54      98879.  
        54.8        0.43      0.4979      0.1488      0.1282       0.634       1.481       2.160     473.117       0.167       9.608       2.071        0.54      99303.  
        62.7        0.49      0.5494      0.1498      0.1337       0.662       1.544       2.175     493.283       0.174       9.673       2.000        0.54      99789.  
        70.5        0.55      0.5819      0.1504      0.1425       0.705       1.646       2.183     525.971       0.186       9.710       1.882        0.54     100338.  
        78.3        0.61      0.6246      0.1518      0.1489       0.737       1.720       2.203     549.585       0.194       9.800       1.818        0.55     100947.  
        86.2        0.67      0.6523      0.1528      0.1579       0.781       1.824       2.218     582.563       0.206       9.864       1.727        0.55     101616.  
        94.0        0.74      0.6877      0.1544      0.1651       0.817       1.907       2.241     609.131       0.215       9.967       1.668        0.55     102345.  
       101.8        0.80      0.7115      0.1558      0.1744       0.863       2.014       2.261     643.478       0.228      10.056       1.594        0.55     103130.  
       109.7        0.86      0.7326      0.1573      0.1842       0.911       2.127       2.283     679.564       0.240      10.153       1.523        0.56     103972.  
       117.5        0.92      0.7510      0.1583      0.1937       0.959       2.238       2.297     714.793       0.253      10.218       1.458        0.56     104868.  
       125.3        0.98      0.7675      0.1576      0.2013       0.996       2.325       2.287     742.818       0.263      10.174       1.397        0.56     105818.  
       133.2        1.04      0.7843      0.1513      0.2010       0.995       2.322       2.197     741.724       0.262       9.771       1.343        0.56     106820.  
       141.0        1.10      0.8009      0.1413      0.1947       0.963       2.248       2.051     718.230       0.254       9.124       1.295        0.57     107873.  
       148.9        1.16      0.8160      0.1301      0.1857       0.919       2.145       1.889     685.171       0.242       8.402       1.250        0.57     108975.  
       156.7        1.23      0.8291      0.1187      0.1754       0.868       2.026       1.722     647.311       0.229       7.661       1.207        0.57     110124.  
       164.5        1.29      0.8397      0.1070      0.1639       0.811       1.893       1.552     604.827       0.214       6.905       1.164        0.58     111319.  
       172.4        1.35      0.8467      0.0949      0.1511       0.748       1.745       1.377     557.461       0.197       6.126       1.121        0.58     112559.  
       180.2        1.41      0.8489      0.0825      0.1369       0.677       1.581       1.197     505.139       0.179       5.323       1.075        0.59     113843.  
       188.0        1.47      0.8456      0.0697      0.1213       0.600       1.401       1.012     447.443       0.158       4.501       1.026        0.59     115168.  
       195.9        1.53      0.8344      0.0567      0.1042       0.515       1.203       0.823     384.302       0.136       3.662       0.972        0.60     116533.  
       203.7        1.59      0.8089      0.0434      0.0854       0.423       0.987       0.630     315.259       0.111       2.801       0.906        0.60     117938.  
       211.5        1.65      0.7452      0.0294      0.0653       0.323       0.754       0.427     241.005       0.085       1.899       0.804        0.61     119380.  
       219.4        1.72      0.5816      0.0150      0.0442       0.219       0.511       0.217     163.097       0.058       0.967       0.605        0.61     120858.  
       227.2        1.78      0.0034      0.0000      0.0214       0.106       0.247       0.001      78.928       0.028       0.003       0.003        0.62     122371.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      28000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1461      0.0876       0.483       1.088       2.281     360.355       0.123      10.145       2.871        0.56     101315.  
         8.1        0.06      0.0973      0.1463      0.0921       0.508       1.144       2.283     379.068       0.129      10.156       2.732        0.56     101349.  
        16.2        0.12      0.1866      0.1466      0.0963       0.531       1.196       2.288     396.237       0.135      10.179       2.620        0.56     101452.  
        24.4        0.18      0.2637      0.1468      0.1023       0.565       1.271       2.292     421.171       0.144      10.193       2.468        0.56     101623.  
        32.5        0.25      0.3422      0.1476      0.1057       0.583       1.313       2.304     435.006       0.148      10.246       2.402        0.56     101862.  
        40.6        0.31      0.4048      0.1480      0.1121       0.618       1.392       2.311     461.131       0.157      10.279       2.273        0.56     102168.  
        48.7        0.37      0.4599      0.1486      0.1188       0.656       1.476       2.319     488.921       0.167      10.317       2.152        0.56     102541.  
        56.9        0.43      0.5086      0.1493      0.1259       0.695       1.564       2.330     518.172       0.177      10.364       2.040        0.56     102981.  
        65.0        0.49      0.5508      0.1500      0.1335       0.737       1.659       2.342     549.552       0.187      10.417       1.933        0.56     103485.  
        73.1        0.55      0.5887      0.1509      0.1414       0.780       1.756       2.356     581.907       0.198      10.480       1.836        0.56     104054.  
        81.2        0.61      0.6225      0.1520      0.1496       0.826       1.858       2.372     615.603       0.210      10.551       1.748        0.57     104686.  
        89.4        0.67      0.6552      0.1532      0.1576       0.870       1.958       2.392     648.740       0.221      10.638       1.672        0.57     105380.  
        97.5        0.74      0.6816      0.1545      0.1666       0.920       2.070       2.411     685.730       0.234      10.724       1.595        0.57     106135.  
       105.6        0.80      0.7079      0.1559      0.1755       0.968       2.180       2.434     722.137       0.246      10.826       1.529        0.57     106950.  
       113.7        0.86      0.7319      0.1576      0.1847       1.019       2.294       2.459     760.048       0.259      10.939       1.468        0.58     107823.  
       121.9        0.92      0.7501      0.1588      0.1946       1.074       2.417       2.478     800.697       0.273      11.023       1.404        0.58     108753.  
       130.0        0.98      0.7663      0.1586      0.2029       1.120       2.520       2.475     834.867       0.285      11.008       1.345        0.58     109738.  
       138.1        1.04      0.7829      0.1525      0.2029       1.120       2.521       2.381     835.132       0.285      10.589       1.293        0.59     110777.  
       146.2        1.10      0.7995      0.1425      0.1967       1.085       2.443       2.225     809.246       0.276       9.896       1.247        0.59     111869.  
       154.4        1.16      0.8153      0.1313      0.1875       1.035       2.329       2.049     771.621       0.263       9.116       1.205        0.59     113011.  
       162.5        1.23      0.8285      0.1198      0.1772       0.978       2.202       1.870     729.358       0.249       8.318       1.163        0.60     114203.  
       170.6        1.29      0.8394      0.1080      0.1655       0.914       2.056       1.685     681.209       0.232       7.496       1.122        0.60     115443.  
       178.7        1.35      0.8469      0.0958      0.1525       0.842       1.895       1.496     627.723       0.214       6.653       1.081        0.60     116729.  
       186.9        1.41      0.8492      0.0833      0.1383       0.763       1.718       1.301     569.062       0.194       5.785       1.037        0.61     118060.  
       195.0        1.47      0.8463      0.0705      0.1226       0.676       1.523       1.101     504.395       0.172       4.897       0.990        0.61     119434.  
       203.1        1.53      0.8353      0.0574      0.1052       0.581       1.307       0.895     432.917       0.148       3.982       0.938        0.62     120850.  
       211.2        1.59      0.8101      0.0438      0.0862       0.475       1.070       0.684     354.579       0.121       3.041       0.875        0.62     122307.  
       219.4        1.65      0.7480      0.0298      0.0660       0.364       0.820       0.466     271.531       0.093       2.071       0.778        0.63     123802.  
       227.5        1.72      0.5807      0.0151      0.0446       0.246       0.554       0.236     183.691       0.063       1.049       0.582        0.63     125335.  
       235.6        1.78     -0.0015      0.0000      0.0217       0.120       0.270       0.000      89.319       0.030      -0.001      -0.001        0.64     126904.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      29000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1462      0.0907       0.556       1.209       2.449     414.813       0.137      10.892       2.677        0.58     104934.  
         8.4        0.06      0.0943      0.1464      0.0951       0.583       1.267       2.452     434.597       0.143      10.904       2.559        0.58     104969.  
        16.8        0.12      0.1797      0.1466      0.0999       0.613       1.332       2.455     456.912       0.150      10.921       2.437        0.58     105075.  
        25.2        0.18      0.2561      0.1469      0.1054       0.646       1.404       2.459     481.779       0.159      10.939       2.315        0.58     105252.  
        33.6        0.24      0.3244      0.1472      0.1112       0.682       1.482       2.466     508.390       0.167      10.967       2.200        0.58     105499.  
        42.0        0.31      0.3858      0.1477      0.1172       0.719       1.562       2.474     536.037       0.177      11.002       2.093        0.58     105816.  
        50.5        0.37      0.4406      0.1483      0.1237       0.758       1.648       2.483     565.547       0.186      11.045       1.991        0.58     106202.  
        58.9        0.43      0.4895      0.1490      0.1305       0.800       1.739       2.495     596.605       0.196      11.096       1.897        0.58     106657.  
        67.3        0.49      0.5334      0.1498      0.1376       0.844       1.833       2.508     629.110       0.207      11.157       1.808        0.58     107179.  
        75.7        0.55      0.5725      0.1507      0.1451       0.890       1.934       2.524     663.488       0.218      11.226       1.725        0.58     107767.  
        84.1        0.61      0.6130      0.1520      0.1519       0.931       2.024       2.546     694.473       0.229      11.323       1.663        0.59     108421.  
        92.5        0.67      0.6548      0.1535      0.1580       0.968       2.105       2.570     722.148       0.238      11.433       1.614        0.59     109139.  
       100.9        0.73      0.6810      0.1548      0.1670       1.024       2.225       2.591     763.584       0.251      11.526       1.539        0.59     109920.  
       109.3        0.80      0.7055      0.1562      0.1762       1.081       2.348       2.615     805.781       0.265      11.631       1.472        0.59     110763.  
       117.7        0.86      0.7291      0.1577      0.1855       1.137       2.472       2.641     848.197       0.279      11.749       1.412        0.60     111666.  
       126.1        0.92      0.7491      0.1593      0.1953       1.197       2.602       2.667     892.910       0.294      11.861       1.355        0.60     112628.  
       134.6        0.98      0.7651      0.1595      0.2043       1.253       2.723       2.671     934.229       0.308      11.882       1.297        0.60     113648.  
       143.0        1.04      0.7814      0.1540      0.2053       1.258       2.735       2.579     938.409       0.309      11.473       1.247        0.61     114723.  
       151.4        1.10      0.7981      0.1440      0.1990       1.220       2.651       2.412     909.682       0.300      10.728       1.203        0.61     115852.  
       159.8        1.16      0.8145      0.1328      0.1897       1.163       2.527       2.223     867.181       0.286       9.888       1.163        0.61     117034.  
       168.2        1.22      0.8279      0.1212      0.1793       1.099       2.389       2.029     819.620       0.270       9.024       1.123        0.62     118267.  
       176.6        1.29      0.8391      0.1092      0.1675       1.027       2.231       1.829     765.599       0.252       8.136       1.084        0.62     119550.  
       185.0        1.35      0.8469      0.0970      0.1544       0.946       2.057       1.625     705.776       0.232       7.227       1.044        0.63     120881.  
       193.4        1.41      0.8496      0.0844      0.1400       0.858       1.866       1.414     640.128       0.211       6.289       1.002        0.63     122258.  
       201.8        1.47      0.8470      0.0715      0.1241       0.761       1.654       1.197     567.364       0.187       5.325       0.957        0.64     123680.  
       210.2        1.53      0.8365      0.0583      0.1067       0.654       1.421       0.976     487.691       0.161       4.340       0.907        0.64     125145.  
       218.7        1.59      0.8124      0.0447      0.0876       0.537       1.167       0.748     400.579       0.132       3.329       0.847        0.64     126652.  
       227.1        1.65      0.7533      0.0306      0.0672       0.412       0.896       0.513     307.359       0.101       2.281       0.757        0.65     128199.  
       235.5        1.71      0.5866      0.0156      0.0457       0.280       0.609       0.262     209.085       0.069       1.165       0.568        0.66     129785.  
       243.9        1.78      0.0040      0.0001      0.0223       0.137       0.297       0.001     101.831       0.034       0.004       0.004        0.66     131409.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      30000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1464      0.0911       0.618       1.299       2.623     461.060       0.147      11.669       2.581        0.59     108552.  
         8.7        0.06      0.0939      0.1466      0.0955       0.648       1.362       2.626     483.330       0.154      11.682       2.465        0.60     108589.  
        17.4        0.12      0.1789      0.1468      0.1004       0.682       1.432       2.630     508.292       0.162      11.700       2.347        0.60     108698.  
        26.1        0.18      0.2552      0.1471      0.1058       0.718       1.509       2.635     535.710       0.171      11.722       2.231        0.60     108881.  
        34.8        0.24      0.3222      0.1474      0.1120       0.760       1.597       2.641     566.999       0.180      11.749       2.113        0.60     109136.  
        43.5        0.31      0.3891      0.1482      0.1165       0.791       1.662       2.655     589.804       0.188      11.810       2.042        0.60     109464.  
        52.2        0.37      0.4434      0.1487      0.1232       0.836       1.757       2.665     623.619       0.198      11.855       1.939        0.60     109863.  
        60.9        0.43      0.4913      0.1494      0.1303       0.884       1.858       2.677     659.499       0.210      11.909       1.841        0.60     110332.  
        69.6        0.49      0.5339      0.1502      0.1377       0.935       1.964       2.692     697.199       0.222      11.972       1.751        0.60     110871.  
        78.2        0.55      0.5711      0.1511      0.1457       0.989       2.078       2.707     737.468       0.235      12.039       1.665        0.60     111479.  
        86.9        0.61      0.6052      0.1521      0.1538       1.044       2.193       2.725     778.485       0.248      12.121       1.588        0.61     112155.  
        95.6        0.67      0.6362      0.1532      0.1622       1.101       2.312       2.746     820.809       0.261      12.213       1.517        0.61     112897.  
       104.3        0.73      0.6644      0.1545      0.1708       1.160       2.436       2.769     864.656       0.275      12.316       1.452        0.61     113704.  
       113.0        0.80      0.6914      0.1561      0.1796       1.219       2.561       2.797     909.079       0.289      12.440       1.395        0.61     114575.  
       121.7        0.86      0.7194      0.1577      0.1879       1.275       2.679       2.826     950.864       0.303      12.570       1.348        0.62     115508.  
       130.4        0.92      0.7465      0.1596      0.1962       1.332       2.798       2.859     993.151       0.316      12.717       1.306        0.62     116502.  
       139.1        0.98      0.7641      0.1604      0.2056       1.396       2.932       2.874    1040.692       0.331      12.786       1.253        0.62     117555.  
       147.8        1.04      0.7804      0.1557      0.2076       1.409       2.960       2.790    1050.646       0.334      12.409       1.204        0.63     118666.  
       156.5        1.10      0.7971      0.1458      0.2015       1.368       2.873       2.612    1019.859       0.325      11.620       1.162        0.63     119833.  
       165.2        1.16      0.8129      0.1344      0.1923       1.305       2.742       2.409     973.325       0.310      10.714       1.122        0.63     121054.  
       173.9        1.22      0.8267      0.1227      0.1817       1.233       2.590       2.198     919.488       0.293       9.779       1.084        0.64     122328.  
       182.6        1.29      0.8385      0.1107      0.1696       1.151       2.419       1.983     858.644       0.273       8.820       1.047        0.64     123654.  
       191.3        1.35      0.8470      0.0984      0.1564       1.061       2.230       1.762     791.463       0.252       7.839       1.010        0.65     125029.  
       200.0        1.41      0.8500      0.0857      0.1419       0.963       2.024       1.535     718.287       0.229       6.829       0.970        0.65     126451.  
       208.7        1.47      0.8478      0.0727      0.1260       0.855       1.797       1.303     637.826       0.203       5.797       0.927        0.66     127921.  
       217.4        1.53      0.8380      0.0594      0.1085       0.736       1.547       1.064     548.985       0.175       4.734       0.879        0.66     129435.  
       226.0        1.59      0.8148      0.0457      0.0892       0.606       1.273       0.819     451.692       0.144       3.642       0.822        0.67     130992.  
       234.7        1.65      0.7576      0.0313      0.0683       0.464       0.974       0.561     345.867       0.110       2.497       0.736        0.67     132591.  
       243.4        1.71      0.5903      0.0160      0.0466       0.316       0.664       0.287     235.696       0.075       1.278       0.553        0.68     134230.  
       252.1        1.78      0.0010      0.0000      0.0230       0.156       0.328       0.000     116.335       0.037       0.001       0.001        0.68     135908.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      31000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1453      0.1120       0.839       1.705       2.781     625.424       0.193      12.368       2.017        0.61     112170.  
         9.0        0.06      0.0771      0.1455      0.1154       0.864       1.757       2.784     644.547       0.199      12.382       1.959        0.61     112208.  
        18.0        0.12      0.1481      0.1456      0.1203       0.901       1.831       2.787     671.736       0.207      12.395       1.882        0.62     112321.  
        26.9        0.18      0.2080      0.1457      0.1285       0.962       1.956       2.787     717.593       0.221      12.396       1.761        0.62     112510.  
        35.9        0.24      0.2672      0.1460      0.1337       1.001       2.035       2.793     746.401       0.230      12.422       1.697        0.62     112774.  
        44.9        0.31      0.3204      0.1463      0.1397       1.046       2.127       2.800     780.105       0.240      12.453       1.628        0.62     113111.  
        53.9        0.37      0.3663      0.1467      0.1470       1.101       2.238       2.807     820.903       0.253      12.486       1.551        0.62     113523.  
        62.8        0.43      0.4145      0.1474      0.1523       1.140       2.319       2.821     850.446       0.262      12.547       1.504        0.62     114007.  
        71.8        0.49      0.4601      0.1483      0.1577       1.181       2.401       2.838     880.824       0.271      12.622       1.461        0.62     114564.  
        80.8        0.55      0.5053      0.1494      0.1628       1.219       2.478       2.859     909.032       0.280      12.716       1.426        0.62     115191.  
        89.8        0.61      0.5467      0.1506      0.1685       1.262       2.565       2.881     940.946       0.290      12.816       1.389        0.63     115889.  
        98.8        0.67      0.5888      0.1522      0.1739       1.302       2.647       2.911     970.962       0.299      12.949       1.360        0.63     116654.  
       107.7        0.73      0.6400      0.1540      0.1766       1.323       2.689       2.947     986.356       0.304      13.106       1.355        0.63     117487.  
       116.7        0.80      0.6630      0.1555      0.1865       1.397       2.839       2.975    1041.460       0.321      13.234       1.296        0.63     118386.  
       125.7        0.86      0.7052      0.1576      0.1914       1.433       2.914       3.015    1068.734       0.329      13.412       1.280        0.64     119349.  
       134.7        0.92      0.7400      0.1597      0.1980       1.483       3.014       3.055    1105.545       0.341      13.588       1.253        0.64     120375.  
       143.7        0.98      0.7619      0.1612      0.2071       1.551       3.153       3.085    1156.607       0.356      13.721       1.210        0.64     121462.  
       152.6        1.04      0.7776      0.1578      0.2111       1.581       3.214       3.020    1178.774       0.363      13.434       1.162        0.65     122608.  
       161.6        1.10      0.7958      0.1479      0.2046       1.532       3.115       2.830    1142.589       0.352      12.586       1.123        0.65     123813.  
       170.6        1.16      0.8117      0.1364      0.1953       1.463       2.974       2.610    1090.879       0.336      11.610       1.085        0.66     125073.  
       179.6        1.22      0.8259      0.1245      0.1844       1.381       2.808       2.382    1029.854       0.317      10.596       1.049        0.66     126388.  
       188.5        1.28      0.8382      0.1123      0.1720       1.288       2.619       2.148     960.737       0.296       9.553       1.014        0.66     127756.  
       197.5        1.35      0.8469      0.0999      0.1587       1.188       2.416       1.911     886.147       0.273       8.499       0.978        0.67     129175.  
       206.5        1.41      0.8503      0.0871      0.1441       1.079       2.194       1.667     804.873       0.248       7.413       0.939        0.67     130644.  
       215.5        1.47      0.8486      0.0740      0.1281       0.959       1.950       1.416     715.149       0.220       6.300       0.898        0.68     132161.  
       224.5        1.53      0.8393      0.0605      0.1103       0.826       1.679       1.158     615.870       0.190       5.151       0.853        0.68     133723.  
       233.4        1.59      0.8171      0.0467      0.0909       0.680       1.383       0.893     507.377       0.156       3.973       0.798        0.69     135331.  
       242.4        1.65      0.7641      0.0322      0.0697       0.522       1.061       0.617     389.222       0.120       2.744       0.719        0.69     136981.  
       251.4        1.71      0.5907      0.0164      0.0477       0.357       0.726       0.315     266.365       0.082       1.400       0.536        0.70     138673.  
       260.4        1.77     -0.0206     -0.0003      0.0241       0.180       0.366      -0.005     134.349       0.041      -0.024      -0.018        0.71     140405.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      32000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1428      0.1508       1.242       2.447       2.911     926.475       0.276      12.949       1.425        0.63     115789.  
         9.3        0.06      0.0634      0.1442      0.1391       1.146       2.256       2.941     854.230       0.255      13.081       1.561        0.63     115828.  
        18.5        0.12      0.1125      0.1431      0.1555       1.281       2.523       2.917     955.181       0.285      12.975       1.385        0.64     115944.  
        27.8        0.18      0.1717      0.1438      0.1535       1.264       2.490       2.931     942.813       0.281      13.037       1.410        0.64     116139.  
        37.0        0.24      0.2291      0.1446      0.1543       1.271       2.503       2.948     947.605       0.283      13.112       1.411        0.64     116410.  
        46.3        0.31      0.2499      0.1433      0.1752       1.443       2.842       2.921    1075.997       0.321      12.991       1.231        0.64     116758.  
        55.6        0.37      0.3100      0.1446      0.1710       1.409       2.774       2.948    1050.444       0.313      13.113       1.273        0.64     117183.  
        64.8        0.43      0.3561      0.1453      0.1746       1.438       2.833       2.963    1072.497       0.320      13.180       1.253        0.64     117682.  
        74.1        0.49      0.4386      0.1481      0.1651       1.360       2.679       3.020    1014.282       0.303      13.432       1.350        0.64     118255.  
        83.3        0.55      0.4775      0.1488      0.1714       1.412       2.781       3.034    1052.909       0.314      13.495       1.307        0.64     118902.  
        92.6        0.61      0.5366      0.1505      0.1714       1.412       2.780       3.068    1052.724       0.314      13.646       1.322        0.65     119620.  
       101.9        0.67      0.5816      0.1522      0.1760       1.449       2.855       3.104    1080.795       0.323      13.805       1.302        0.65     120409.  
       111.1        0.73      0.6196      0.1538      0.1820       1.499       2.953       3.135    1118.101       0.334      13.946       1.272        0.65     121268.  
       120.4        0.79      0.6814      0.1563      0.1822       1.501       2.957       3.187    1119.480       0.334      14.174       1.291        0.65     122194.  
       129.6        0.86      0.6793      0.1570      0.1977       1.629       3.208       3.200    1214.461       0.362      14.236       1.195        0.66     123186.  
       138.9        0.92      0.7211      0.1593      0.2025       1.668       3.285       3.247    1243.770       0.371      14.445       1.184        0.66     124243.  
       148.2        0.98      0.7557      0.1614      0.2089       1.721       3.389       3.292    1283.192       0.383      14.641       1.163        0.66     125363.  
       157.4        1.04      0.7682      0.1606      0.2172       1.789       3.524       3.274    1334.106       0.398      14.564       1.113        0.67     126545.  
       166.7        1.10      0.7871      0.1503      0.2101       1.731       3.409       3.065    1290.581       0.385      13.632       1.077        0.67     127786.  
       175.9        1.16      0.8057      0.1386      0.1997       1.645       3.240       2.825    1226.630       0.366      12.565       1.045        0.68     129085.  
       185.2        1.22      0.8359      0.1383      0.2022       1.666       3.281       2.820    1242.282       0.371      12.543       1.030        0.68     130441.  
